"Activity" "Variable" "Subject" "Average"
"SITTING" "fBodyAccJerk-std-Y" "4" -0.982192430492308
"SITTING" "fBodyAccJerk-std-Y" "5" -0.969632509859551
"SITTING" "fBodyAccJerk-std-Y" "6" -0.97593218337766
"SITTING" "fBodyAccJerk-std-Z" "1" -0.426807539704067
"SITTING" "fBodyAccJerk-std-Z" "2" -0.640984483644068
"SITTING" "fBodyAccJerk-std-Z" "3" -0.377465410915463
"SITTING" "fBodyAccJerk-std-Z" "4" -0.988172137907692
"SITTING" "fBodyAccJerk-std-Z" "5" -0.985419850140449
"SITTING" "fBodyAccJerk-std-Z" "6" -0.984678758510638
"SITTING" "fBodyAccMag-mean" "1" -0.434353516921642
"SITTING" "fBodyAccMag-mean" "2" -0.351338836139831
"SITTING" "fBodyAccMag-mean" "3" -0.0378572330606482
"SITTING" "fBodyAccMag-mean" "4" -0.958799528212308
"SITTING" "fBodyAccMag-mean" "5" -0.959628713679775
"SITTING" "fBodyAccMag-mean" "6" -0.954315361489362
"SITTING" "fBodyAccMag-std-X" "1" 0.275447165559702
"SITTING" "fBodyAccMag-std-X" "2" 0.257096816880508
"SITTING" "fBodyAccMag-std-X" "3" 0.289293301912037
"SITTING" "fBodyAccMag-std-X" "4" 0.275628050646154
"SITTING" "fBodyAccMag-std-X" "5" 0.278046669859551
"SITTING" "fBodyAccMag-std-X" "6" 0.274054499273936
"SITTING" "fBodyGyro-mean-X" "1" -0.408067227446866
"SITTING" "fBodyGyro-mean-X" "2" -0.512435611088983
"SITTING" "fBodyGyro-mean-X" "3" -0.304297382336111
"SITTING" "fBodyGyro-mean-X" "4" -0.987486657569231
"SITTING" "fBodyGyro-mean-X" "5" -0.943277548286517
"SITTING" "fBodyGyro-mean-X" "6" -0.977894623909574
"SITTING" "fBodyGyro-mean-Y" "1" -0.340460760818284
"SITTING" "fBodyGyro-mean-Y" "2" -0.46335093131822
"SITTING" "fBodyGyro-mean-Y" "3" -0.242887979676389
"SITTING" "fBodyGyro-mean-Y" "4" -0.978340793476923
"SITTING" "fBodyGyro-mean-Y" "5" -0.971012046544944
"SITTING" "fBodyGyro-mean-Y" "6" -0.970288223164894
"SITTING" "fBodyGyro-mean-Z" "1" -0.255307642355672
"SITTING" "fBodyGyro-mean-Z" "2" -0.234867811541525
"SITTING" "fBodyGyro-mean-Z" "3" -0.171408009631944
"SITTING" "fBodyGyro-mean-Z" "4" -0.971492587446154
"SITTING" "fBodyGyro-mean-Z" "5" -0.965480772106742
"SITTING" "fBodyGyro-mean-Z" "6" -0.972445748218085
"SITTING" "fBodyGyro-std" "1" -0.192608446667425
"SITTING" "fBodyGyro-std" "2" -0.221046821928814
"SITTING" "fBodyGyro-std" "3" 0.216829176337037
"SITTING" "fBodyGyro-std" "4" -0.967009477763077
"SITTING" "fBodyGyro-std" "5" -0.963950891966292
"SITTING" "fBodyGyro-std" "6" -0.961992345106383
"SITTING" "fBodyGyro-std-Y" "1" -0.346974467473881
"SITTING" "fBodyGyro-std-Y" "2" -0.394102451458475
"SITTING" "fBodyGyro-std-Y" "3" -0.332837408153241
"SITTING" "fBodyGyro-std-Y" "4" -0.971917127046154
"SITTING" "fBodyGyro-std-Y" "5" -0.964041078707865
"SITTING" "fBodyGyro-std-Y" "6" -0.961348163058511
"SITTING" "fBodyGyro-std-Z" "1" -0.389837303813433
"SITTING" "fBodyGyro-std-Z" "2" -0.234610848907203
"SITTING" "fBodyGyro-std-Z" "3" -0.414451560805556
"SITTING" "fBodyGyro-std-Z" "4" -0.972400002676923
"SITTING" "fBodyGyro-std-Z" "5" -0.966246359662921
"SITTING" "fBodyGyro-std-Z" "6" -0.974851292792553
"SITTING" "tBodyAcc-mean-X" "1" -0.219930929397052
"SITTING" "tBodyAcc-mean-X" "2" -0.170701338086144
"SITTING" "tBodyAcc-mean-X" "3" 0.231365159445833
"SITTING" "tBodyAcc-mean-X" "4" -0.987040098523077
"SITTING" "tBodyAcc-mean-X" "5" -0.98668079761236
"SITTING" "tBodyAcc-mean-X" "6" -0.966623666542553
"SITTING" "tBodyAcc-mean-Y" "1" -0.018044585885347
"SITTING" "tBodyAcc-mean-Y" "2" -0.0258045016913136
"SITTING" "tBodyAcc-mean-Y" "3" -0.0166593813393102
"SITTING" "tBodyAcc-mean-Y" "4" -0.0139711779667692
"SITTING" "tBodyAcc-mean-Y" "5" -0.0163977544038202
"SITTING" "tBodyAcc-mean-Y" "6" -0.0179614912665426
"SITTING" "tBodyAcc-mean-Z" "1" -0.110851529451493
"SITTING" "tBodyAcc-mean-Z" "2" -0.126828307597458
"SITTING" "tBodyAcc-mean-Z" "3" -0.105429487492954
"SITTING" "tBodyAcc-mean-Z" "4" -0.108077333843385
"SITTING" "tBodyAcc-mean-Z" "5" -0.109574014269017
"SITTING" "tBodyAcc-mean-Z" "6" -0.107113688875
"SITTING" "tBodyAcc-std-X" "1" 0.917633448171642
"SITTING" "tBodyAcc-std-X" "2" 0.847716353474576
"SITTING" "tBodyAcc-std-X" "3" 0.912942175740741
"SITTING" "tBodyAcc-std-X" "4" 0.8441963828
"SITTING" "tBodyAcc-std-X" "5" 0.928802679016854
"SITTING" "tBodyAcc-std-X" "6" -0.320455022273936
"SITTING" "tBodyAcc-std-Y" "1" 0.0754989806213806
"SITTING" "tBodyAcc-std-Y" "2" 0.0948437657970339
"SITTING" "tBodyAcc-std-Y" "3" 0.189229778928148
"SITTING" "tBodyAcc-std-Y" "4" -0.953520844631785
"SITTING" "tBodyAcc-std-Y" "5" -0.939867011825843
"SITTING" "tBodyAcc-std-Y" "6" -0.959649061888298
"SITTING" "tBodyAcc-std-Z" "1" -0.232917972487687
"SITTING" "tBodyAcc-std-Z" "2" -0.236467612176271
"SITTING" "tBodyAcc-std-Z" "3" -0.162879156663426
"SITTING" "tBodyAcc-std-Z" "4" -0.954395592738462
"SITTING" "tBodyAcc-std-Z" "5" -0.951008120533708
"SITTING" "tBodyAcc-std-Z" "6" -0.959423363484043
"SITTING" "tBodyAccJerk-mean-X" "1" -0.111417023386381
"SITTING" "tBodyAccJerk-mean-X" "2" -0.328568662544915
"SITTING" "tBodyAccJerk-mean-X" "3" 0.0831666798560185
"SITTING" "tBodyAccJerk-mean-X" "4" -0.989115950461538
"SITTING" "tBodyAccJerk-mean-X" "5" -0.982107167078652
"SITTING" "tBodyAccJerk-mean-X" "6" -0.982997343537234
"SITTING" "tBodyAccJerk-mean-Y" "1" 0.0139428589936624
"SITTING" "tBodyAccJerk-mean-Y" "2" 0.0178346308588983
"SITTING" "tBodyAccJerk-mean-Y" "3" -0.0146312093530556
"SITTING" "tBodyAccJerk-mean-Y" "4" 0.00847935387884369
"SITTING" "tBodyAccJerk-mean-Y" "5" 0.00911856800554775
"SITTING" "tBodyAccJerk-mean-Y" "6" 0.0118451069694681
"SITTING" "tBodyAccJerk-mean-Z" "1" 0.000977525593656717
"SITTING" "tBodyAccJerk-mean-Z" "2" -0.00422203889745763
"SITTING" "tBodyAccJerk-mean-Z" "3" -0.00684267736699074
"SITTING" "tBodyAccJerk-mean-Z" "4" -0.00419908191296615
"SITTING" "tBodyAccJerk-mean-Z" "5" -0.00247940672106742
"SITTING" "tBodyAccJerk-mean-Z" "6" -0.00526549798812234
"SITTING" "tBodyAccJerk-std-X" "1" -0.0277707645568284
"SITTING" "tBodyAccJerk-std-X" "2" -0.0146277454730508
"SITTING" "tBodyAccJerk-std-X" "3" -0.101226857632407
"SITTING" "tBodyAccJerk-std-X" "4" -0.0294705865917108
"SITTING" "tBodyAccJerk-std-X" "5" -0.0252642146038202
"SITTING" "tBodyAccJerk-std-X" "6" -0.0238252117921181
"SITTING" "tBodyAccJerk-std-Y" "1" 0.0168944448575261
"SITTING" "tBodyAccJerk-std-Y" "2" -0.213457906358898
"SITTING" "tBodyAccJerk-std-Y" "3" -0.0168922186837963
"SITTING" "tBodyAccJerk-std-Y" "4" -0.980426519784615
"SITTING" "tBodyAccJerk-std-Y" "5" -0.967028949410112
"SITTING" "tBodyAccJerk-std-Y" "6" -0.974503025904255
"SITTING" "tBodyAccJerk-std-Z" "1" -0.402455619248881
"SITTING" "tBodyAccJerk-std-Z" "2" -0.602956347881356
"SITTING" "tBodyAccJerk-std-Z" "3" -0.328754660458611
"SITTING" "tBodyAccJerk-std-Z" "4" -0.987133957076923
"SITTING" "tBodyAccJerk-std-Z" "5" -0.983824174129214
"SITTING" "tBodyAccJerk-std-Z" "6" -0.983887313670213
"SITTING" "tBodyAccJerkMag-mean" "1" -0.079767284591306
"SITTING" "tBodyAccJerkMag-mean" "2" -0.357660652692797
"SITTING" "tBodyAccJerkMag-mean" "3" 0.0671608165066667
"SITTING" "tBodyAccJerkMag-mean" "4" -0.986189106953846
"SITTING" "tBodyAccJerkMag-mean" "5" -0.974770875196629
"SITTING" "tBodyAccJerkMag-mean" "6" -0.978746610984043
"SITTING" "tBodyAccJerkMag-std" "1" -0.20914134800597
"SITTING" "tBodyAccJerkMag-std" "2" -0.192345066312288
"SITTING" "tBodyAccJerkMag-std" "3" -0.062503255855787
"SITTING" "tBodyAccJerkMag-std" "4" -0.9562243844
"SITTING" "tBodyAccJerkMag-std" "5" -0.942381673595506
"SITTING" "tBodyAccJerkMag-std" "6" -0.951790449601064
"SITTING" "tBodyAccMag-mean" "1" -0.271076848798769
"SITTING" "tBodyAccMag-mean" "2" -0.225866587142373
"SITTING" "tBodyAccMag-mean" "3" 0.173691754636574
"SITTING" "tBodyAccMag-mean" "4" -0.957502483231385
"SITTING" "tBodyAccMag-mean" "5" -0.957241111235955
"SITTING" "tBodyAccMag-mean" "6" -0.952444969521277
"SITTING" "tBodyAccMag-std" "1" -0.0751517373907463
"SITTING" "tBodyAccMag-std" "2" -0.0403105332207203
"SITTING" "tBodyAccMag-std" "3" 0.23780088413963
"SITTING" "tBodyAccMag-std" "4" -0.966637162307692
"SITTING" "tBodyAccMag-std" "5" -0.960605659269663
"SITTING" "tBodyAccMag-std" "6" -0.960309225957447
"SITTING" "tBodyGyro-mean-X" "1" -0.351767014220896
"SITTING" "tBodyGyro-mean-X" "2" -0.476716603781356
"SITTING" "tBodyGyro-mean-X" "3" -0.262615801660648
"SITTING" "tBodyGyro-mean-X" "4" -0.986555107815385
"SITTING" "tBodyGyro-mean-X" "5" -0.942288895589888
"SITTING" "tBodyGyro-mean-X" "6" -0.976375079494681
"SITTING" "tBodyGyro-mean-Y" "1" -0.0732626178234328
"SITTING" "tBodyGyro-mean-Y" "2" -0.0841841144427034
"SITTING" "tBodyGyro-mean-Y" "3" -0.0292409551046296
"SITTING" "tBodyGyro-mean-Y" "4" -0.0698728777910769
"SITTING" "tBodyGyro-mean-Y" "5" -0.0718105143778933
"SITTING" "tBodyGyro-mean-Y" "6" -0.0936527463829787
"SITTING" "tBodyGyro-mean-Z" "1" 0.0828112486520896
"SITTING" "tBodyGyro-mean-Z" "2" 0.0480418867694915
"SITTING" "tBodyGyro-mean-Z" "3" 0.100820807459259
"SITTING" "tBodyGyro-mean-Z" "4" 0.0858405469742154
"SITTING" "tBodyGyro-mean-Z" "5" 0.0807444950646067
"SITTING" "tBodyGyro-mean-Z" "6" 0.112913625010638
"SITTING" "tBodyGyro-std-X" "1" -0.0953803320410448
"SITTING" "tBodyGyro-std-X" "2" -0.110864680490254
"SITTING" "tBodyGyro-std-X" "3" -0.0665257416439815
"SITTING" "tBodyGyro-std-X" "4" -0.0982123442338462
"SITTING" "tBodyGyro-std-X" "5" -0.0999378535106742
"SITTING" "tBodyGyro-std-X" "6" -0.0986555652968085
"SITTING" "tBodyGyro-std-Y" "1" -0.340358765849664
"SITTING" "tBodyGyro-std-Y" "2" -0.414478364118644
"SITTING" "tBodyGyro-std-Y" "3" -0.293040350300926
"SITTING" "tBodyGyro-std-Y" "4" -0.974027968769231
"SITTING" "tBodyGyro-std-Y" "5" -0.966225190140449
"SITTING" "tBodyGyro-std-Y" "6" -0.964016697154255
"SITTING" "tBodyGyro-std-Z" "1" -0.306892344832463
"SITTING" "tBodyGyro-std-Z" "2" -0.174814165631864
"SITTING" "tBodyGyro-std-Z" "3" -0.300433184597222
"SITTING" "tBodyGyro-std-Z" "4" -0.970101667076923
"SITTING" "tBodyGyro-std-Z" "5" -0.963449633735955
"SITTING" "tBodyGyro-std-Z" "6" -0.972316327579787
"SITTING" "tBodyGyroJerk-mean-X" "1" -0.215256727700373
"SITTING" "tBodyGyroJerk-mean-X" "2" -0.511608911171186
"SITTING" "tBodyGyroJerk-mean-X" "3" -0.332578568015278
"SITTING" "tBodyGyroJerk-mean-X" "4" -0.990140935107692
"SITTING" "tBodyGyroJerk-mean-X" "5" -0.970097578792135
"SITTING" "tBodyGyroJerk-mean-X" "6" -0.980580383191489
"SITTING" "tBodyGyroJerk-mean-Y" "1" -0.0394398594761194
"SITTING" "tBodyGyroJerk-mean-Y" "2" -0.0318701102067373
"SITTING" "tBodyGyroJerk-mean-Y" "3" -0.054647022560787
"SITTING" "tBodyGyroJerk-mean-Y" "4" -0.0406764477405354
"SITTING" "tBodyGyroJerk-mean-Y" "5" -0.0410196612823034
"SITTING" "tBodyGyroJerk-mean-Y" "6" -0.0381156543450266
"SITTING" "tBodyGyroJerk-mean-Z" "1" -0.0575761666915299
"SITTING" "tBodyGyroJerk-mean-Z" "2" -0.0406966959577119
"SITTING" "tBodyGyroJerk-mean-Z" "3" -0.0572874060918981
"SITTING" "tBodyGyroJerk-mean-Z" "4" -0.0523602800347692
"SITTING" "tBodyGyroJerk-mean-Z" "5" -0.053050429861573
"SITTING" "tBodyGyroJerk-mean-Z" "6" -0.0623101166037234
"SITTING" "tBodyGyroJerk-std" "1" -0.0751517373907463
"SITTING" "tBodyGyroJerk-std" "2" -0.0403105332207203
"SITTING" "tBodyGyroJerk-std" "3" 0.23780088413963
"SITTING" "tBodyGyroJerk-std" "4" -0.966637162307692
"SITTING" "tBodyGyroJerk-std" "5" -0.960605659269663
"SITTING" "tBodyGyroJerk-std" "6" -0.960309225957447
"SITTING" "tBodyGyroJerk-std-Y" "1" -0.4597847202
"SITTING" "tBodyGyroJerk-std-Y" "2" -0.648043711059322
"SITTING" "tBodyGyroJerk-std-Y" "3" -0.374939212546296
"SITTING" "tBodyGyroJerk-std-Y" "4" -0.989950476276923
"SITTING" "tBodyGyroJerk-std-Y" "5" -0.984177796039326
"SITTING" "tBodyGyroJerk-std-Y" "6" -0.982498852526596
"SITTING" "tBodyGyroJerk-std-Z" "1" -0.396406496880224
"SITTING" "tBodyGyroJerk-std-Z" "2" -0.538417505424153
"SITTING" "tBodyGyroJerk-std-Z" "3" -0.316275550358194
"SITTING" "tBodyGyroJerk-std-Z" "4" -0.987553526492308
"SITTING" "tBodyGyroJerk-std-Z" "5" -0.98112309252809
"SITTING" "tBodyGyroJerk-std-Z" "6" -0.986987816755319
"SITTING" "tBodyGyroJerkMag-mean" "1" -0.415712888001493
"SITTING" "tBodyGyroJerkMag-mean" "2" -0.646385649830509
"SITTING" "tBodyGyroJerkMag-mean" "3" -0.389690858265741
"SITTING" "tBodyGyroJerkMag-mean" "4" -0.989414394123077
"SITTING" "tBodyGyroJerkMag-mean" "5" -0.977663079297753
"SITTING" "tBodyGyroJerkMag-mean" "6" -0.980105706409575
"SITTING" "tBodyGyroJerkMag-std-X" "1" -0.216846168713806
"SITTING" "tBodyGyroJerkMag-std-X" "2" -0.244543290714873
"SITTING" "tBodyGyroJerkMag-std-X" "3" 0.12861869333412
"SITTING" "tBodyGyroJerkMag-std-X" "4" -0.987243559753846
"SITTING" "tBodyGyroJerkMag-std-X" "5" -0.984020011741573
"SITTING" "tBodyGyroJerkMag-std-X" "6" -0.97295817337766
"SITTING" "tBodyGyroMag-mean" "1" -0.323841181091045
"SITTING" "tBodyGyroMag-mean" "2" -0.387409897391949
"SITTING" "tBodyGyroMag-mean" "3" -0.212837945387685
"SITTING" "tBodyGyroMag-mean" "4" -0.963806870523077
"SITTING" "tBodyGyroMag-mean" "5" -0.930339758651685
"SITTING" "tBodyGyroMag-mean" "6" -0.952534203670213
"SITTING" "tBodyGyroMag-std" "1" -0.379226545465672
"SITTING" "tBodyGyroMag-std" "2" -0.577365793826271
"SITTING" "tBodyGyroMag-std" "3" -0.339428150208333
"SITTING" "tBodyGyroMag-std" "4" -0.991015363138462
"SITTING" "tBodyGyroMag-std" "5" -0.981948145337079
"SITTING" "tBodyGyroMag-std" "6" -0.985371170132979
"SITTING" "tGravityAcc-mean-X" "1" -0.973762381455224
"SITTING" "tGravityAcc-mean-X" "2" -0.942005249576271
"SITTING" "tGravityAcc-mean-X" "3" -0.939182687592593
"SITTING" "tGravityAcc-mean-X" "4" -0.983764027507692
"SITTING" "tGravityAcc-mean-X" "5" -0.989095090898876
"SITTING" "tGravityAcc-mean-X" "6" -0.957444622606383
"SITTING" "tGravityAcc-mean-Y" "1" -0.250677439421642
"SITTING" "tGravityAcc-mean-Y" "2" -0.351396619745763
"SITTING" "tGravityAcc-mean-Y" "3" -0.226961872694444
"SITTING" "tGravityAcc-mean-Y" "4" 0.131005619098154
"SITTING" "tGravityAcc-mean-Y" "5" -0.265586495814607
"SITTING" "tGravityAcc-mean-Y" "6" 0.689157549468085
"SITTING" "tGravityAcc-mean-Z" "1" -0.12489668386194
"SITTING" "tGravityAcc-mean-Z" "2" -0.208260545290212
"SITTING" "tGravityAcc-mean-Z" "3" -0.108957413912037
"SITTING" "tGravityAcc-mean-Z" "4" 0.119726016632308
"SITTING" "tGravityAcc-mean-Z" "5" -0.0284702541134831
"SITTING" "tGravityAcc-mean-Z" "6" 0.63463240043617
"SITTING" "tGravityAcc-std-X" "1" 0.0740124352426492
"SITTING" "tGravityAcc-std-X" "2" 0.0806181874347034
"SITTING" "tGravityAcc-std-X" "3" 0.0963697764952083
"SITTING" "tGravityAcc-std-X" "4" 0.0761238402913846
"SITTING" "tGravityAcc-std-X" "5" 0.075323273741573
"SITTING" "tGravityAcc-std-X" "6" 0.0778649463114362
"SITTING" "tGravityAcc-std-Y" "1" -0.964012367723881
"SITTING" "tGravityAcc-std-Y" "2" -0.925643930720339
"SITTING" "tGravityAcc-std-Y" "3" -0.935680251342593
"SITTING" "tGravityAcc-std-Y" "4" -0.967576208944615
"SITTING" "tGravityAcc-std-Y" "5" -0.972790727837079
"SITTING" "tGravityAcc-std-Y" "6" -0.979702588324468
"SITTING" "tGravityAcc-std-Z" "1" -0.953273938320896
"SITTING" "tGravityAcc-std-Z" "2" -0.908126948262712
"SITTING" "tGravityAcc-std-Z" "3" -0.906623728888889
"SITTING" "tGravityAcc-std-Z" "4" -0.956473911049231
"SITTING" "tGravityAcc-std-Z" "5" -0.961915995617978
"SITTING" "tGravityAcc-std-Z" "6" -0.965637417393617
"SITTING" "tGravityAccMag-mean" "1" -0.271076848798769
"SITTING" "tGravityAccMag-mean" "2" -0.225866587142373
"SITTING" "tGravityAccMag-mean" "3" 0.173691754636574
"SITTING" "tGravityAccMag-mean" "4" -0.957502483231385
"SITTING" "tGravityAccMag-mean" "5" -0.957241111235955
"SITTING" "tGravityAccMag-mean" "6" -0.952444969521277
"SITTING" "tGravityAccMag-std" "1" -0.110448370672761
"SITTING" "tGravityAccMag-std" "2" -0.32190983420678
"SITTING" "tGravityAccMag-std" "3" -0.011461158949537
"SITTING" "tGravityAccMag-std" "4" -0.987118069569231
"SITTING" "tGravityAccMag-std" "5" -0.980523423146067
"SITTING" "tGravityAccMag-std" "6" -0.982828685718085
"STANDING" "fBodyAcc-mean-X" "1" -0.37747006162651
"STANDING" "fBodyAcc-mean-X" "2" -0.255918494777174
"STANDING" "fBodyAcc-mean-X" "3" -0.0360985678533852
"STANDING" "fBodyAcc-mean-X" "4" -0.986194343324251
"STANDING" "fBodyAcc-mean-X" "5" -0.988267886296296
"STANDING" "fBodyAcc-mean-X" "6" -0.947946924061625
"STANDING" "fBodyAcc-mean-Y" "1" -0.116874722922819
"STANDING" "fBodyAcc-mean-Y" "2" -0.219694287477899
"STANDING" "fBodyAcc-mean-Y" "3" -0.0326713124968872
"STANDING" "fBodyAcc-mean-Y" "4" -0.956233723433243
"STANDING" "fBodyAcc-mean-Y" "5" -0.951965388717949
"STANDING" "fBodyAcc-mean-Y" "6" -0.930782448610644
"STANDING" "fBodyAcc-mean-Z" "1" -0.309002146320805
"STANDING" "fBodyAcc-mean-Z" "2" -0.391295687101087
"STANDING" "fBodyAcc-mean-Z" "3" -0.261667894452918
"STANDING" "fBodyAcc-mean-Z" "4" -0.962370363923706
"STANDING" "fBodyAcc-mean-Z" "5" -0.96173381017094
"STANDING" "fBodyAcc-mean-Z" "6" -0.943867500756303
"STANDING" "fBodyAcc-std-X" "1" -0.38205849294698
"STANDING" "fBodyAcc-std-X" "2" -0.435402904216667
"STANDING" "fBodyAcc-std-X" "3" -0.210953106888051
"STANDING" "fBodyAcc-std-X" "4" -0.988541070081744
"STANDING" "fBodyAcc-std-X" "5" -0.983640956210826
"STANDING" "fBodyAcc-std-X" "6" -0.980256796330532
"STANDING" "fBodyAcc-std-Y" "1" -0.143700710726846
"STANDING" "fBodyAcc-std-Y" "2" -0.0689695143737681
"STANDING" "fBodyAcc-std-Y" "3" -0.0427579093721012
"STANDING" "fBodyAcc-std-Y" "4" -0.943596287765668
"STANDING" "fBodyAcc-std-Y" "5" -0.942110764444444
"STANDING" "fBodyAcc-std-Y" "6" -0.903633979372549
"STANDING" "fBodyAcc-std-Z" "1" -0.28060189607953
"STANDING" "fBodyAcc-std-Z" "2" -0.201670283852428
"STANDING" "fBodyAcc-std-Z" "3" -0.277926214215564
"STANDING" "fBodyAcc-std-Z" "4" -0.938050645166213
"STANDING" "fBodyAcc-std-Z" "5" -0.946492673589744
"STANDING" "fBodyAcc-std-Z" "6" -0.915414786232213
"STANDING" "fBodyAccJerk-mean-X" "1" -0.35767509865302
"STANDING" "fBodyAccJerk-mean-X" "2" -0.457266878893297
"STANDING" "fBodyAccJerk-mean-X" "3" -0.2209252700393
"STANDING" "fBodyAccJerk-mean-X" "4" -0.989697161089918
"STANDING" "fBodyAccJerk-mean-X" "5" -0.984867146495726
"STANDING" "fBodyAccJerk-mean-X" "6" -0.982610689215686
"STANDING" "fBodyAccJerk-mean-Y" "1" -0.254775856241946
"STANDING" "fBodyAccJerk-mean-Y" "2" -0.456932901235507
"STANDING" "fBodyAccJerk-mean-Y" "3" -0.226808640306615
"STANDING" "fBodyAccJerk-mean-Y" "4" -0.978985391498638
"STANDING" "fBodyAccJerk-mean-Y" "5" -0.969375151310541
"STANDING" "fBodyAccJerk-mean-Y" "6" -0.971923661512605
"STANDING" "fBodyAccJerk-mean-Z" "1" -0.411662977939597
"STANDING" "fBodyAccJerk-mean-Z" "2" -0.606961990869565
"STANDING" "fBodyAccJerk-mean-Z" "3" -0.380230186702724
"STANDING" "fBodyAccJerk-mean-Z" "4" -0.982529814577657
"STANDING" "fBodyAccJerk-mean-Z" "5" -0.976898382820513
"STANDING" "fBodyAccJerk-mean-Z" "6" -0.977985103641457
"STANDING" "fBodyAccJerk-std-X" "1" -0.378769679980537
"STANDING" "fBodyAccJerk-std-X" "2" -0.460002785166667
"STANDING" "fBodyAccJerk-std-X" "3" -0.234815375362257
"STANDING" "fBodyAccJerk-std-X" "4" -0.984583209509537
"STANDING" "fBodyAccJerk-std-X" "5" -0.951941534273504
"STANDING" "fBodyAccJerk-std-X" "6" -0.960466411512605
"STANDING" "fBodyAccJerk-std-Y" "1" -0.194118443715208
"STANDING" "fBodyAccJerk-std-Y" "2" -0.467357177817391
"STANDING" "fBodyAccJerk-std-Y" "3" -0.212279465414008
"STANDING" "fBodyAccJerk-std-Y" "4" -0.980984678392371
"STANDING" "fBodyAccJerk-std-Y" "5" -0.971355585213675
"STANDING" "fBodyAccJerk-std-Y" "6" -0.973824390784314
"STANDING" "fBodyAccJerk-std-Z" "1" -0.437938439335906
"STANDING" "fBodyAccJerk-std-Z" "2" -0.677654651630435
"STANDING" "fBodyAccJerk-std-Z" "3" -0.479121642979377
"STANDING" "fBodyAccJerk-std-Z" "4" -0.98601650972752
"STANDING" "fBodyAccJerk-std-Z" "5" -0.981936101794872
"STANDING" "fBodyAccJerk-std-Z" "6" -0.982459779915966
"STANDING" "fBodyAccMag-mean" "1" -0.520025729261745
"STANDING" "fBodyAccMag-mean" "2" -0.408023137101449
"STANDING" "fBodyAccMag-mean" "3" -0.167683277114397
"STANDING" "fBodyAccMag-mean" "4" -0.946847725893733
"STANDING" "fBodyAccMag-mean" "5" -0.958821225242165
"STANDING" "fBodyAccMag-mean" "6" -0.891360707240896
"STANDING" "fBodyAccMag-std-X" "1" 0.276445701275168
"STANDING" "fBodyAccMag-std-X" "2" 0.262726846096377
"STANDING" "fBodyAccMag-std-X" "3" 0.286811041365759
"STANDING" "fBodyAccMag-std-X" "4" 0.272486340765668
"STANDING" "fBodyAccMag-std-X" "5" 0.278415488376068
"STANDING" "fBodyAccMag-std-X" "6" 0.265661177884874
"STANDING" "fBodyGyro-mean-X" "1" -0.504288387872483
"STANDING" "fBodyGyro-mean-X" "2" -0.556527128934783
"STANDING" "fBodyGyro-mean-X" "3" -0.40035179922179
"STANDING" "fBodyGyro-mean-X" "4" -0.987467984659401
"STANDING" "fBodyGyro-mean-X" "5" -0.955507160968661
"STANDING" "fBodyGyro-mean-X" "6" -0.962777332492997
"STANDING" "fBodyGyro-mean-Y" "1" -0.388676891322383
"STANDING" "fBodyGyro-mean-Y" "2" -0.51836669765942
"STANDING" "fBodyGyro-mean-Y" "3" -0.344466554518288
"STANDING" "fBodyGyro-mean-Y" "4" -0.975107410490463
"STANDING" "fBodyGyro-mean-Y" "5" -0.96515593022792
"STANDING" "fBodyGyro-mean-Y" "6" -0.96822824232493
"STANDING" "fBodyGyro-mean-Z" "1" -0.361830973424161
"STANDING" "fBodyGyro-mean-Z" "2" -0.34861387963442
"STANDING" "fBodyGyro-mean-Z" "3" -0.268878318052918
"STANDING" "fBodyGyro-mean-Z" "4" -0.968331657111717
"STANDING" "fBodyGyro-mean-Z" "5" -0.963838720968661
"STANDING" "fBodyGyro-mean-Z" "6" -0.960360631932773
"STANDING" "fBodyGyro-std" "1" -0.32389017590906
"STANDING" "fBodyGyro-std" "2" -0.318698908008696
"STANDING" "fBodyGyro-std" "3" -0.000579341159533075
"STANDING" "fBodyGyro-std" "4" -0.957822551307902
"STANDING" "fBodyGyro-std" "5" -0.962369295811966
"STANDING" "fBodyGyro-std" "6" -0.922853509338936
"STANDING" "fBodyGyro-std-Y" "1" -0.330857380616779
"STANDING" "fBodyGyro-std-Y" "2" -0.402411796485507
"STANDING" "fBodyGyro-std-Y" "3" -0.364567488075486
"STANDING" "fBodyGyro-std-Y" "4" -0.965906890299728
"STANDING" "fBodyGyro-std-Y" "5" -0.960801466324786
"STANDING" "fBodyGyro-std-Y" "6" -0.960216221456583
"STANDING" "fBodyGyro-std-Z" "1" -0.430647524412752
"STANDING" "fBodyGyro-std-Z" "2" -0.341119554205797
"STANDING" "fBodyGyro-std-Z" "3" -0.41673351092607
"STANDING" "fBodyGyro-std-Z" "4" -0.966610673978202
"STANDING" "fBodyGyro-std-Z" "5" -0.96542832037037
"STANDING" "fBodyGyro-std-Z" "6" -0.958396582352941
"STANDING" "tBodyAcc-mean-X" "1" -0.372671311526174
"STANDING" "tBodyAcc-mean-X" "2" -0.277307176913514
"STANDING" "tBodyAcc-mean-X" "3" -0.0496929469941634
"STANDING" "tBodyAcc-mean-X" "4" -0.986047545122616
"STANDING" "tBodyAcc-mean-X" "5" -0.987172737549858
"STANDING" "tBodyAcc-mean-X" "6" -0.950992528571429
"STANDING" "tBodyAcc-mean-Y" "1" -0.0179463070622483
"STANDING" "tBodyAcc-mean-Y" "2" -0.0277802029707163
